시군,종류,시설명,주소,전화번호
보령시,방문요양,소망관재가복지센터,충청남도 보령시 남대천로  18 A동2층 (대천동),041-931-3378
보령시,방문목욕,(주)효심재가복지센터,충청남도 보령시 지장골길  158 1층4호 (죽정동),041-936-7357
보령시,방문요양,(주)효심재가복지센터,충청남도 보령시 지장골길  158 1층4호 (죽정동),041-936-7357
보령시,복지용구,동부의료기복지용구,충청남도 보령시 해태로1길  21 (대천동),041-934-9987
보령시,주야간보호,대천주.야간주간보호,충청남도 보령시 희망2길  39 (동대동),041-932-1800
보령시,주야간보호,(주)나눔복지센터,충청남도 보령시 주공로  13 4층 (동대동),041-933-5680
보령시,주야간보호,사회복지법인 효드림 데이케어센터,충청남도 보령시 남대천로  75 (대천동),041-936-8097
보령시,주야간보호,브라보실버주야간보호센터,충청남도 보령시 청소면 송덕신송길  337-60 (청소면),041-933-1337
보령시,주야간보호,금빛사랑 주야간보호센터,충청남도 보령시 한내로  187 (명천동),041-931-0317
보령시,주야간보호,세티아주야간보호센터,충청남도 보령시 송정3길  14 (명천동),041-935-9985
보령시,재가노인지원서비스,보령노인복지센터,충남 보령시 대천로 113,041-931-7680
아산시,재가노인지원서비스,온양노인복지센터,충청남도 아산시 모종로  110 (모종동),041-543-4411
아산시,방문목욕,아산노인복지센터,충청남도 아산시 도고면 도고면로147번길  15 (도고면),041-544-7775
아산시,방문요양,아산노인복지센터,충청남도 아산시 도고면 도고면로147번길  15 (도고면),041-544-7775
아산시,방문간호,나눔케어,충청남도 아산시 청운로84번길  15 2층 (온천동),041-544-4328
아산시,방문목욕,나눔케어,충청남도 아산시 청운로84번길  15 2층 (온천동),041-544-4328
아산시,방문요양,나눔케어,충청남도 아산시 청운로84번길  15 2층 (온천동),041-544-4328
아산시,방문목욕,행복노인복지센터,충청남도 아산시 둔포면 충무로  1299 (둔포면),041-544-6691
아산시,방문요양,행복노인복지센터,충청남도 아산시 둔포면 충무로  1299 (둔포면),041-544-6691
아산시,방문요양,아산충무노인주간보호센터,"충청남도 아산시 시민로  294 4층402호 (용화동, 광염빌딩)",041-532-3600
아산시,방문요양,우리집주간보호센터,충청남도 아산시 시민로  225-9 (용화동),041-545-4670
아산시,방문요양,돌봄나래노인재가복지센터,충청남도 아산시 온주길16번길  20 (읍내동),041-542-7100
아산시,방문요양,아산실버주간보호센터,충청남도 아산시 무궁화로  11-6 (신인동),041-541-8300
아산시,방문목욕,사랑재가 노인복지센터,충청남도 아산시 어의정로31번길  7 1층102호 (온천동),041-541-3064
아산시,방문요양,사랑재가 노인복지센터,충청남도 아산시 어의정로31번길  7 1층102호 (온천동),041-541-3064
아산시,방문목욕,해바라기방문요양센터,"충청남도 아산시 고불로  669 316호 (좌부동, 초원설화타운(2단지))",041-549-2333
아산시,방문요양,해바라기방문요양센터,"충청남도 아산시 고불로  669 316호 (좌부동, 초원설화타운(2단지))",041-549-2333
아산시,방문요양,실버스쿨노인복지센터,충청남도 아산시 탕정면 탕정면로  141-1 3층 (탕정면),041-541-9888
아산시,방문요양,아산재가복지센터,충청남도 아산시 용화로47번길  12-2 2층201호 (온천동),041-531-7877
아산시,방문요양,기쁨재가방문요양센터,충청남도 아산시 온천대로  1105-17 2층206호 (득산동),041-546-7890
아산시,방문목욕,쉴가케어 방문요양센터,충청남도 아산시 온화로  47 1층 (온천동),041-546-2063
아산시,방문요양,쉴가케어 방문요양센터,충청남도 아산시 온화로  47 1층 (온천동),041-546-2063
아산시,방문요양,한빛방문요양센터,충청남도 아산시 번영로  33 102호 (실옥동),041-545-3532
아산시,방문목욕,별임재가복지센터,충청남도 아산시 어의정로31번길  14 (온천동),041-534-3348
아산시,방문요양,별임재가복지센터,충청남도 아산시 어의정로31번길  14 (온천동),041-534-3348
아산시,방문요양,두리재가복지센터,"충청남도 아산시 신창면 남성길  99 207호 (신창면, 샘마을 상가)",041-533-1345
아산시,방문간호,선한사랑 돌봄센터(GOOD LOVE CARE CENTER),충청남도 아산시 중앙로  55 5층501호 (온천동),041-533-3667
아산시,방문요양,선한사랑 돌봄센터(GOOD LOVE CARE CENTER),충청남도 아산시 중앙로  55 5층501호 (온천동),041-533-3667
아산시,방문요양,선도 재가복지센터,충청남도 아산시 도고면 아산만로  210 (도고면),041-549-1230
아산시,방문목욕,A+행복한방문목욕,충청남도 아산시 충무로  49 405호 (온천동),041-544-4279
아산시,방문목욕,늘평안재가복지센터,충청남도 아산시 시민로  380 지하1층 (온천동),041-548-7077
아산시,방문요양,늘평안재가복지센터,충청남도 아산시 시민로  380 지하1층 (온천동),041-548-7077
아산시,방문요양,찾아가는 돌봄센터,"충청남도 아산시 온화로 65번길17, 1층 102호",041-547-1533
아산시,방문목욕,감사재가복지센터,"충청남도 아산시 신창면 온천대로  984 상가동2층209호 (신창면, 아산 코아루 에듀파크 아파트)",041-549-9942
아산시,방문요양,감사재가복지센터,"충청남도 아산시 신창면 온천대로  984 상가동2층209호 (신창면, 아산 코아루 에듀파크 아파트)",041-549-9942
아산시,방문목욕,한울재가복지센터,충청남도 아산시 배방읍 북수로111번길  6-4 202-2호 (배방읍),041-546-2033
아산시,방문요양,한울재가복지센터,충청남도 아산시 배방읍 북수로111번길  6-4 202-2호 (배방읍),041-546-2033
아산시,복지용구,뉴데이 복지용구,충청남도 아산시 배방읍 모산로  38-11 115동 202호동 (배방읍),041-546-1664
아산시,방문요양,온미소재가복지센터,충청남도 아산시 배방읍 배방로14번길  89-3 무지개빌동1층 (배방읍),041-549-4119
아산시,방문목욕,엘림재가복지센터,충청남도 아산시 둔포면 둔포중앙로171번길  97 3층302호 (둔포면),041-531-9767
아산시,방문요양,엘림재가복지센터,충청남도 아산시 둔포면 둔포중앙로171번길  97 3층302호 (둔포면),041-531-9767
아산시,방문목욕,행복드림재가노인복지센터,충청남도 아산시 배방읍 모산로  103 8층 (배방읍),041-549-8293
아산시,방문요양,행복드림재가노인복지센터,충청남도 아산시 배방읍 모산로  103 8층 (배방읍),041-549-8293
아산시,방문간호,우리동네 나이팅게일 재가복지센터,충청남도 아산시 온천대로  1526 201호 (온천동),041-427-6599
아산시,방문목욕,우리동네 나이팅게일 재가복지센터,충청남도 아산시 온천대로  1526 201호 (온천동),041-427-6599
아산시,방문요양,우리동네 나이팅게일 재가복지센터,충청남도 아산시 온천대로  1526 201호 (온천동),041-427-6599
아산시,방문목욕,인주방문요양센터,충청남도 아산시 인주면 걸매길  209-11 (인주면),041-534-2033
아산시,방문요양,인주방문요양센터,충청남도 아산시 인주면 걸매길  209-11 (인주면),041-534-2033
아산시,방문요양,희망나눔재가복지센터,충청남도 아산시 신창면 서부북로  628 (신창면),041-542-2004
아산시,방문요양,우리재가복지센터,충청남도 아산시 방축로  23 3호 (방축동),041-548-6668
아산시,방문목욕,해바라기재가돌봄센터,"충청남도 아산시 어의정로  46 (용화동, 온천마을아파트 118동 B04호)",041-545-9112
아산시,방문요양,해바라기재가돌봄센터,"충청남도 아산시 어의정로  46 (용화동, 온천마을아파트 118동 B04호)",041-545-9112
아산시,방문목욕,보람재가복지센터,"충청남도 아산시 문화로  33-10 (실옥동, 벽산아파트 상가동 2층 202호)",041-427-5605
아산시,방문요양,보람재가복지센터,"충청남도 아산시 문화로  33-10 (실옥동, 벽산아파트 상가동 2층 202호)",041-427-5605
아산시,방문목욕,디딤돌노인복지센터,"충청남도 아산시 시민로208번길  21 (용화동, 1층)",041-549-5997
아산시,방문요양,디딤돌노인복지센터,"충청남도 아산시 시민로208번길  21 (용화동, 1층)",041-549-5997
아산시,방문목욕,아산방문목욕,충청남도 아산시 충무로  49 405호 (온천동),041-549-0010
아산시,방문요양,미소주야간보호센터,충청남도 아산시 온천시문2로  4 1~2층 (온천동),041-545-2306
아산시,방문목욕,도토리재가방문요양센터,충청남도 아산시 배방읍 모산로  22-2 101호 (배방읍),041-541-9191
아산시,방문요양,도토리재가방문요양센터,충청남도 아산시 배방읍 모산로  22-2 101호 (배방읍),041-541-9191
아산시,방문요양,요엘재가복지센터,충청남도 아산시 번영로  228 402호 (모종동),041-542-0307
아산시,방문요양,즐거운재가복지센터,"충청남도 아산시 아산로  78 (온천동, 301-1호)",041-542-9630
아산시,주야간보호,아산노인복지센터,충청남도 아산시 도고면 도고면로147번길  15 (도고면),041-544-7775
아산시,주야간보호,나눔케어,충청남도 아산시 청운로84번길  15 2층 (온천동),041-544-4328
아산시,주야간보호,아산설화주간보호센터,충청남도 아산시 송악면 외암로1166번길  31-6 (송악면),041-534-3313
아산시,주야간보호,온양정애요양원 병설 정애노인복지센터,충청남도 아산시 청운로112번길  23-5 (온천동),041-532-9054
아산시,주야간보호,요셉재가노인복지센터,충청남도 아산시 염치읍 방현동길  92-91 (염치읍),041-547-3427
아산시,주야간보호,배방 효담실버케어스,충청남도 아산시 배방읍 배방로229번길  30-17 (배방읍),041-543-3001
아산시,주야간보호,행복노인복지센터,충청남도 아산시 둔포면 충무로  1299 (둔포면),041-544-6691
아산시,주야간보호,아산충무노인주간보호센터,"충청남도 아산시 시민로  294 4층402호 (용화동, 광염빌딩)",041-532-3600
아산시,주야간보호,우리집주간보호센터,충청남도 아산시 시민로  225-9 (용화동),041-545-4670
아산시,주야간보호,돌봄나래노인재가복지센터,충청남도 아산시 온주길16번길  20 (읍내동),041-542-7100
아산시,주야간보호,배방한가족 노인주간보호센터,충청남도 아산시 배방읍 모산로139번길  16 4층 (배방읍),041-546-0818
아산시,주야간보호,아산실버주간보호센터,충청남도 아산시 무궁화로  11-6 (신인동),041-541-8300
아산시,주야간보호,실버스쿨노인복지센터,충청남도 아산시 탕정면 탕정면로  141-1 3층 (탕정면),041-541-9888
아산시,주야간보호,아산충무노인주간보호센터(실옥점),충청남도 아산시 실옥로 74 (실옥동),041-545-3602
아산시,주야간보호,함께해요 주야간보호센터,충청남도 아산시 염치읍 방현서길36번길  11-5 (염치읍),041-425-2338
아산시,주야간보호,3대가협동조합 예비사회적기업 아산사랑주야돌봄센터,충청남도 아산시 영인면 영인로  14-7 (영인면),041-545-2335
아산시,주야간보호,아산늘봄실버케어주간보호센터,충청남도 아산시 음봉면 산동안길  53-1 (음봉면),041-533-1420
아산시,주야간보호,새순노인주간보호센터,"충청남도 아산시 도고면 온천대로  364 (도고면, 1층)",041-547-1324
아산시,주야간보호,금빛재가주간보호센터,충청남도 아산시 고불로  663 (좌부동),041-548-0777
아산시,주야간보호,미소주야간보호센터,충청남도 아산시 온천시문2로  4 1~2층 (온천동),041-545-2306
아산시,재가노인지원서비스,성공회은혜노인복지센터,충청남도 아산시 충무로 20번길 20(온천동),041-543-2731
아산시,재가노인지원서비스,한울타리노인복지센터,충청남도 아산시 남산로 10,041-544-1407
아산시,재가노인지원서비스,아산노인복지센터,충청남도 아산시 도고면 도고면로147번길  15 (도고면),041-544-7775
서산시,재가노인지원서비스,서산노인복지센터,"충청남도 서산시 지곡면 충의로 762-78, 107동 106호",041-669-9335
서산시,방문목욕,서산노인복지센터,충청남도 서산시 지곡면 도성로  369-7 (지곡면),041-669-9335
서산시,방문요양,서산노인복지센터,충청남도 서산시 지곡면 도성로  369-7 (지곡면),041-669-9335
서산시,방문목욕,엘림재가노인복지센터,충청남도 서산시 쌍연북3길  33 (동문동),041-668-0661
서산시,방문요양,엘림재가노인복지센터,충청남도 서산시 쌍연북3길  33 (동문동),041-668-0661
서산시,방문요양,한울타리노인요양원병설재가복지센터,충청남도 서산시 정주골1길  15 (석림동),041-664-5050
서산시,방문목욕,서산실버빌주간보호센터,충청남도 서산시 갓고개길  156 (갈산동),041-429-3091
서산시,방문요양,서산실버빌주간보호센터,충청남도 서산시 갓고개길  156 (갈산동),041-429-3091
서산시,방문목욕,무지개사회복지종합센터,충청남도 서산시 고운로  33 3층 (읍내동),041-665-5659
서산시,방문요양,무지개사회복지종합센터,충청남도 서산시 고운로  33 3층 (읍내동),041-665-5659
서산시,방문목욕,참조은재활복지센터,"충청남도 서산시 서령로  89 (동문동, 일원프라자 5층)",041-663-0088
서산시,방문요양,참조은재활복지센터,"충청남도 서산시 서령로  89 (동문동, 일원프라자 5층)",041-663-0088
서산시,방문목욕,서산방문요양센터,"충청남도 서산시 율지7로  7 (동문동, 서산 새마을지회 3층)",041-668-2306
서산시,방문요양,서산방문요양센터,"충청남도 서산시 율지7로  7 (동문동, 서산 새마을지회 3층)",041-668-2306
서산시,방문목욕,진달래재가요양센터,"충청남도 서산시 음암면 음암로  499 (음암면, 상가동 103호)",041-681-9895
서산시,방문요양,진달래재가요양센터,"충청남도 서산시 음암면 음암로  499 (음암면, 상가동 103호)",041-681-9895
서산시,방문요양,실버방문요양센터,충청남도 서산시 음암면 두치로  585 (음암면),041-669-1908
서산시,방문요양,효자재가복지센터,충청남도 서산시 해미면 남문4로  11 3층 (해미면),041-688-2589
서산시,방문목욕,스마일복지센터,"충청남도 서산시 향교4로  8-13 205호 (동문동, 현진에버빌)",041-681-6077
서산시,방문요양,스마일복지센터,"충청남도 서산시 향교4로  8-13 205호 (동문동, 현진에버빌)",041-681-6077
서산시,방문목욕,가온누리재가복지센터,충청남도 서산시 율지3로  36 205호 (동문동),041-666-0192
서산시,방문요양,가온누리재가복지센터,충청남도 서산시 율지3로  36 205호 (동문동),041-666-0192
서산시,방문목욕,서산제일재가복지센터,충청남도 서산시 한마음6로  27-1 101호 (석림동),041-666-0811
서산시,방문요양,서산제일재가복지센터,충청남도 서산시 한마음6로  27-1 101호 (석림동),041-666-0811
서산시,방문목욕,동행복지센터,"충청남도 서산시 안견로  365-1 2층 (읍내동, 한빛빌딩)",041-669-4117
서산시,방문요양,동행복지센터,"충청남도 서산시 안견로  365-1 2층 (읍내동, 한빛빌딩)",041-669-4117
서산시,방문목욕,한가족재가복지센터,"충청남도 서산시 덕지천로  60 (석남동, 그린상가 202호)",041-666-1195
서산시,방문요양,한가족재가복지센터,"충청남도 서산시 덕지천로  60 (석남동, 그린상가 202호)",041-666-1195
서산시,복지용구,서산효담복지센터,충청남도 서산시 음암면 상홍가재들길  29-35 (음암면),041-665-7776
서산시,방문목욕,153서산요양센터,충청남도 서산시 인지면 둔산1길  51 (인지면),041-664-1153
서산시,방문요양,153서산요양센터,충청남도 서산시 인지면 둔산1길  51 (인지면),041-664-1153
서산시,방문목욕,서산효사랑재가복지센터,충청남도 서산시 소탐2길  8 (수석동),041-668-8090
서산시,방문요양,서산효사랑재가복지센터,충청남도 서산시 소탐2길  8 (수석동),041-668-8090
서산시,방문목욕,가족사랑방문요양센터,충청남도 서산시 안견로  126 3층 (동문동),041-664-2456
서산시,방문요양,가족사랑방문요양센터,충청남도 서산시 안견로  126 3층 (동문동),041-664-2456
서산시,방문요양,부남재가노인복지센터,충청남도 서산시 부석면 창리2길  4 (부석면),041-662-6630
서산시,방문목욕,복지나라재가서비스원,충청남도 서산시 호수공원1로  34 3층 (예천동),041-669-5351
서산시,방문요양,복지나라재가서비스원,충청남도 서산시 호수공원1로  34 3층 (예천동),041-669-5351
서산시,방문요양,NH동행재가복지센터,충청남도 서산시 해미면 중앙로  1076 (해미면),041-688-4800
서산시,방문목욕,서산성심재가요양센터,충청남도 서산시 한성지2길  40-8 (수석동),041-669-5506
서산시,방문요양,서산성심재가요양센터,충청남도 서산시 한성지2길  40-8 (수석동),041-669-5506
서산시,방문목욕,갯마을재가노인복지센터,충청남도 서산시 팔봉면 범머리길  162 (팔봉면),041-9521-1021
서산시,방문요양,갯마을재가노인복지센터,충청남도 서산시 팔봉면 범머리길  162 (팔봉면),041-9521-1021
서산시,복지용구,용구복지용구,충청남도 서산시 서해로  3577 1층104호 (잠홍동),041-665-6372
서산시,방문목욕,가람재가노인복지센터,충청남도 서산시 대사동4길  9 2층 (동문동),041-669-4477
서산시,방문요양,가람재가노인복지센터,충청남도 서산시 대사동4길  9 2층 (동문동),041-669-4477
서산시,방문목욕,우리들주야간노인복지센터,충청남도 서산시 한성지3로  38 (수석동),041-667-0524
서산시,방문요양,우리들주야간노인복지센터,충청남도 서산시 한성지3로  38 (수석동),041-667-0524
서산시,방문목욕,성은재가복지센터,"충청남도 서산시 음암면 서령로  325-23 116동301호 (음암면, 한성스위트빌 단지내 상가)",041-664-1215
서산시,방문요양,성은재가복지센터,"충청남도 서산시 음암면 서령로  325-23 116동301호 (음암면, 한성스위트빌 단지내 상가)",041-664-1215
서산시,방문요양,서산경희재가복지센터,충청남도 서산시 인지면 화수2길  25-4 (인지면),041-668-2098
서산시,방문요양,서산케어복지센터,충청남도 서산시 양유정5길  12 (읍내동),041-669-6096
서산시,방문목욕,다정한재가노인복지센터,충청남도 서산시 성암1로  58 201호 (읍내동),041-669-7995
서산시,방문요양,다정한재가노인복지센터,충청남도 서산시 성암1로  58 201호 (읍내동),041-669-7995
서산시,방문요양,큰나무재가복지센터,"충청남도 서산시 지곡면 충의로  762-78 103동308호 (지곡면, 늘푸른오스카빌)",041-662-2583
서산시,복지용구,서산의료기복지용구센터,충청남도 서산시 동헌로  24 (석남동),041-665-8103
서산시,방문목욕,더공감방문요양센터,충청남도 서산시 예천1로  72 104호 (예천동),041-666-2722
서산시,방문요양,더공감방문요양센터,충청남도 서산시 예천1로  72 104호 (예천동),041-666-2722
서산시,방문목욕,서산해바라기재가복지센터,충청남도 서산시 음암면 테미산성길  29 (음암면),041-664-3451
서산시,방문요양,서산해바라기재가복지센터,충청남도 서산시 음암면 테미산성길  29 (음암면),041-664-3451
서산시,방문요양,대산재가요양센터,충청남도 서산시 대산읍 충의로  1934 2층 (대산읍),041-663-9506
서산시,방문목욕,고운재가방문요양센터,충청남도 서산시 고운로  249-18 1동 (동문동),041-920-1099
서산시,방문요양,고운재가방문요양센터,충청남도 서산시 고운로  249-18 1동 (동문동),041-920-1099
서산시,방문요양,서산여미재가복지센터,충청남도 서산시 지곡면 충의로  1442 104호 (지곡면),041-665-1145
서산시,방문목욕,서산돌봄재가복지센터,충청남도 서산시 대사동1로  33 (동문동),041-920-7878
서산시,방문요양,서산돌봄재가복지센터,충청남도 서산시 대사동1로  33 (동문동),041-920-7878
서산시,방문요양,참사랑재가복지센터,충청남도 서산시 안견로  130 2층 (동문동),041-662-9953
서산시,방문목욕,서산효방문요양센터,충청남도 서산시 석림4로  87 203호 (석림동),041-665-3170
서산시,방문요양,서산효방문요양센터,충청남도 서산시 석림4로  87 203호 (석림동),041-665-3170
서산시,방문요양,(사)한국복지경영진흥원 다원재가복지센터,충청남도 서산시 호수공원1로  14 2층 (예천동),041-681-7750
서산시,주야간보호,엘림재가노인복지센터,충청남도 서산시 쌍연북3길  33 (동문동),041-668-0661
서산시,주야간보호,한울타리노인요양원병설재가복지센터,충청남도 서산시 정주골1길  15 (석림동),041-664-5050
서산시,주야간보호,서산실버빌주간보호센터,충청남도 서산시 갓고개길  156 (갈산동),041-429-3091
서산시,주야간보호,무지개사회복지종합센터,충청남도 서산시 고운로  33 3층 (읍내동),041-665-5659
서산시,주야간보호,참조은재활복지센터,"충청남도 서산시 서령로  89 (동문동, 일원프라자 5층)",041-663-0088
서산시,주야간보호,서산탑노인복지센터,충청남도 서산시 음암면 말목길  263-7 (음암면),041-681-8825
서산시,주야간보호,우슴정원주야간보호센터,충청남도 서산시 인지면 남정3길  16 (인지면),041-665-5672
서산시,주야간보호,서산효담복지센터,충청남도 서산시 음암면 상홍가재들길  29-35 (음암면),041-665-7776
서산시,주야간보호,복지나라재가서비스원,충청남도 서산시 호수공원1로  34 3층 (예천동),041-669-5351
서산시,주야간보호,서산성심재가요양센터,충청남도 서산시 한성지2길  40-8 (수석동),041-669-5506
서산시,주야간보호,우리들주야간노인복지센터,충청남도 서산시 한성지3로  38 (수석동),041-667-0524
서산시,주야간보호,서산해바라기재가복지센터,충청남도 서산시 음암면 테미산성길  29 (음암면),041-664-3451
논산시,재가노인지원서비스,죽림노인복지센터,충청남도 논산시 관촉로 235번길 15-10 1층,041-742-4527
논산시,방문요양,365노인재가복지센터,충청남도 논산시 중앙로 426,041-736-1108
논산시,방문간호,굿실버통합재가센터,충청남도 논산시 강경읍 대흥로  5 2층 (강경읍),041-745-5688
논산시,방문목욕,굿실버통합재가센터,충청남도 논산시 강경읍 대흥로  5 2층 (강경읍),041-745-5688
논산시,방문요양,굿실버통합재가센터,충청남도 논산시 강경읍 대흥로  5 2층 (강경읍),041-745-5688
논산시,방문요양,금강노인복지센터,충청남도 논산시 강경읍 계백로147번길  12-2 (강경읍),041-435-7778
논산시,방문목욕,나라복지센터,충청남도 논산시 성동면 원봉1길 6-1,041-732-3338
논산시,방문요양,나라복지센터,충청남도 논산시 성동면 원봉1길 6-1,041-732-3338
논산시,방문요양,노성어르신복지센터,충청남도 논산시 노성면 노성로  621 (노성면),041-734-0691
논산시,방문목욕,논산노인복지센터,충청남도 논산시 연무읍 안심로 54-1,041-741-3366
논산시,방문요양,논산노인복지센터,충청남도 논산시 연무읍 안심로 54-1,041-741-3366
논산시,방문목욕,논산사랑재가복지센터,충청남도 논산시 시민로  381-1 (취암동),041-733-3310
논산시,방문요양,논산사랑재가복지센터,충청남도 논산시 시민로  381-1 (취암동),041-733-3310
논산시,방문요양,논산행복한주간보호센터,충청남도 논산시 해월로  266-1 3층302호 (반월동),041-732-4200
논산시,방문목욕,다온노인복지센터,충청남도 논산시 연산면 청동리 577번지 1호 ,041-733-8740
논산시,방문요양,다온노인복지센터,충청남도 논산시 연산면 청동리 577번지 1호 ,041-733-8740
논산시,방문목욕,다정한노인복지센터,충남 논산시 중앙로50번길 20,041-734-6788
논산시,방문요양,다정한노인복지센터,충남 논산시 중앙로50번길 20,041-734-6788
논산시,방문목욕,더나은주간보호센터,충청남도 논산시 부창로39,041-733-8832
논산시,방문요양,더나은주간보호센터,충청남도 논산시 부창로39,041-733-8832
논산시,방문요양,더행복한방문요양,충청남도 논산시 연산면 선비로293번길  50-9 (연산면),041-732-5250
논산시,방문요양,백제재가노인복지센터,충청남도 논산시 시민로 294번길 10,041-733-4458
논산시,방문목욕,벌곡사랑방문요양센터, 충청남도 논산시 벌곡면 황룡재로 604,041-733-9088
논산시,방문요양,벌곡사랑방문요양센터, 충청남도 논산시 벌곡면 황룡재로 604,041-733-9088
논산시,방문목욕,보은재가노인복지센터,충청남도 논산시 해월로  188-22 (반월동),041-732-5350
논산시,방문요양,보은재가노인복지센터,충청남도 논산시 해월로  188-22 (반월동),041-732-5350
논산시,방문목욕,성심복지센터,총청남도 논산시 시민로 137-3,041-980-4999
논산시,방문요양,성심복지센터,총청남도 논산시 시민로 137-3,041-980-4999
논산시,방문목욕,성심실버케어센터,충청남도 논산시 연무읍 연무로  191-6 (연무읍),041-980-1995
논산시,방문요양,성심실버케어센터,충청남도 논산시 연무읍 연무로  191-6 (연무읍),041-980-1995
논산시,복지용구,효자메디케어,충청남도 논산시 해월로 211번길 25,041-735-9383
논산시,복지용구,성심실버케어센터,충청남도 논산시 연무읍 연무로  191-6 (연무읍),041-980-1995
논산시,방문목욕,수호천사노인복지센터,"충청남도 논산시 체육로 48-4, 202호",041-732-1197
논산시,방문요양,수호천사노인복지센터,"충청남도 논산시 체육로 48-4, 202호",041-732-1197
논산시,방문요양,어부바재가요양센터,충청남도 논산시 시민로 420,041-733-8281
논산시,방문목욕,엘림노인복지센터,충청남도 논산시 논산대로 269-19,041-732-3358
논산시,방문요양,엘림노인복지센터,충청남도 논산시 논산대로 269-19,041-732-3358
논산시,방문목욕,정다운노인복지센터,충청남도 논산시 채운면 계백로588번길  38-1 (채운면),041-732-1224
논산시,방문요양,정다운노인복지센터,충청남도 논산시 채운면 계백로588번길  38-1 (채운면),041-732-1224
논산시,방문목욕,제일노인복지센터,충청남도 논산시 강경읍 계백로 115-1,041-745-3600
논산시,방문요양,제일노인복지센터,충청남도 논산시 강경읍 계백로 115-1,041-745-3600
논산시,방문간호,효노인통합재가센터,충청남도 논산시 상월면 백일헌로  1057 (상월면),041-733-1403
논산시,방문목욕,효노인통합재가센터,충청남도 논산시 상월면 백일헌로  1057 (상월면),041-733-1404
논산시,방문요양,효노인통합재가센터,충청남도 논산시 상월면 백일헌로  1057 (상월면),041-733-1405
논산시,주야간보호,A+라파엘주간보호센터,충청남도 논산시 연무읍 연무로 113,041-742-6633
논산시,주야간보호,강경사랑주간보호센터,충청남도 논산시 강경읍 옥녀봉로 23번길,041-745-1110
논산시,주야간보호,고향의집병설 고향주간보호센터,충청남도 논산시 강경읍 강경로 66번길 85,041-745-4900
논산시,주야간보호,나라복지센터,충청남도 논산시 성동면 원봉1길 6-1,041-732-3338
논산시,주야간보호,노성어르신복지센터,충청남도 논산시 노성면 노성로  621 (노성면),041-734-0691
논산시,주야간보호,논산노인복지센터,충청남도 논산시 연무읍 안심로 54-1,041-741-3366
논산시,주야간보호,논산행복한주간보호센터,충청남도 논산시 해월로  266-1 3층302호 (반월동),041-732-4200
논산시,주야간보호,더나은주간보호센터,충청남도 논산시 부창로39,041-733-8832
논산시,주야간보호,덕은노인주간보호센터,충청남도 논산시 중앙로 359번길 6-3,041-734-4803
논산시,주야간보호,백제섬김주야간보호센터,"충청남도 논산시 시민로 274, 3층",041-735-9888
논산시,주야간보호,삼성주간보호센터,충청남도 논산시 해월로 95,041-732-2227
논산시,주야간보호,성심복지센터,총청남도 논산시 시민로 137-3,041-980-4999
논산시,주야간보호,성심실버케어센터,충청남도 논산시 연무읍 연무로  191-6 (연무읍),041-980-1995
논산시,주야간보호,송정주야간보호센터,충청남도 논산시 연산면 계백로 2456-7,041-733-0873
논산시,주야간보호,예인주간보호센터,충청남도 논산시 연무읍 연무로343번길 3,041-742-9797
논산시,주야간보호,으뜸주간보호센터,충청남도 논산시 연무읍 평화길  19 (연무읍),041-742-7463
논산시,주야간보호,은총의집주야간보호센터,충청남도 논산시 은진면 원앙로1348번길  100 (은진면),041-733-8542
논산시,주야간보호,좋은이웃주간보호센터,"충청남도 논산시 해월로266-1, 2층",041-733-0065
논산시,주야간보호,한마음케어센터,충청남도 논산시 연산면 계백로  2320-21 (연산면),041-732-9983
논산시,주야간보호,효드림주간보호센터,충청남도 논산시 연무읍 동안로857번길  20-2 (연무읍),041-741-3004
계룡시,단기보호,계룡효재가노인복지센터,충청남도 계룡시 두마면 대둔로  1380-49 2동 (두마면),042-840-5629
계룡시,방문목욕,보배로운 재가복지센터,"충청남도 계룡시 엄사면 번영로  12 (엄사면, 계룡오피스텔 403호)",042-841-0328
계룡시,방문요양,보배로운 재가복지센터,"충청남도 계룡시 엄사면 번영로  12 (엄사면, 계룡오피스텔 403호)",042-841-0328
계룡시,방문목욕,계룡재가주간보호센터,충청남도 계룡시 엄사면 번영8길  8-11 (엄사면),042-551-5266
계룡시,방문요양,계룡재가주간보호센터,충청남도 계룡시 엄사면 번영8길  8-11 (엄사면),042-551-5266
계룡시,방문요양,은빛요양복지센터,충청남도 계룡시 엄사면 엄사중앙로  30 501호 (엄사면),042-841-3138
계룡시,방문목욕,아리야재가복지센터,충청남도 계룡시 엄사면 번영로  12 4층405호 (엄사면),042-551-5116
계룡시,방문요양,아리야재가복지센터,충청남도 계룡시 엄사면 번영로  12 4층405호 (엄사면),042-551-5116
계룡시,주야간보호,계룡효재가노인복지센터,충청남도 계룡시 두마면 대둔로  1380-49 2동 (두마면),042-840-5629
계룡시,주야간보호,계룡재가주간보호센터,충청남도 계룡시 엄사면 번영8길  8-11 (엄사면),042-551-5266
계룡시,주야간보호,부모사랑주야간보호센터,"충청남도 계룡시 서금암로  17 5층503호 (금암동, 은혜로빌딩)",042-551-2342
계룡시,주야간보호,은빛요양복지센터,충청남도 계룡시 엄사면 엄사중앙로  30 501호 (엄사면),042-841-3138
계룡시,주야간보호,계룡효자부모님케어센터,충청남도 계룡시 엄사면 엄사중앙로  110 (엄사면),042-840-9112
